2006 48 2006-11-26 2006-12-02 11.06  0.38 669
2006 49 2006-12-03 2006-12-09 10.26  1.08 1504
2006 50 2006-12-10 2006-12-16  9.89  0.53 1651
2006 51 2006-12-17 2006-12-23  9.15  0.41 1651
2006 52 2006-12-24 2006-12-30  8.78  0.28 1651
2007 01 2007-01-01 2007-01-07  8.21  0.34 1651
2007 02 2007-01-08 2007-01-14  7.27  0.49 1409
2007 03 2007-01-15 2007-01-21  6.54  0.37 408
2007 04 2007-01-22 2007-01-28  6.37  0.73 1620
2007 05 2007-01-29 2007-02-04  4.87  0.58 162
2007 06 2007-02-05 2007-02-11  4.12  0.71 175
2007 07 2007-02-12 2007-02-18 9999 9999 0
2007 08 2007-02-19 2007-02-25  3.53  0.60 1651
2007 09 2007-02-26 2007-03-04  3.63  0.81 1651
2007 10 2007-03-05 2007-03-11  2.62  1.09 1178
2007 11 2007-03-12 2007-03-18  3.84  0.57 1651
2007 12 2007-03-19 2007-03-25  4.26  0.37 1651
2007 13 2007-03-26 2007-04-01  3.93  0.57 1651
2007 14 2007-04-02 2007-04-08  3.00  0.68 1543
2007 15 2007-04-09 2007-04-15  3.60  0.35 1651
2007 16 2007-04-16 2007-04-22 9999 9999 0
2007 17 2007-04-23 2007-04-29  5.82  0.49 1651
2007 18 2007-04-30 2007-05-06  5.34  0.84 1651
2007 19 2007-05-07 2007-05-13  6.01  0.79 1651
2007 20 2007-05-14 2007-05-20  6.75  0.57 1651
2007 21 2007-05-21 2007-05-27  7.63  0.54 1651
2007 22 2007-05-28 2007-06-03  8.80  0.52 1624
2007 23 2007-06-04 2007-06-10  9.16  0.70 1651
2007 24 2007-06-11 2007-06-17  8.59  0.53 746
2007 25 2007-06-18 2007-06-24  9.59  0.57 1651
2007 26 2007-06-25 2007-07-01 11.18  0.73 1588
2007 27 2007-07-02 2007-07-08 13.20  0.74 1651
2007 28 2007-07-09 2007-07-15 14.06  0.87 1595
2007 29 2007-07-16 2007-07-22 15.49  1.87 443
2007 30 2007-07-23 2007-07-29 16.87  0.80 1650
2007 31 2007-07-30 2007-08-05 17.72  0.83 1647
2007 32 2007-08-06 2007-08-12 16.28  0.66 1651
2007 33 2007-08-13 2007-08-19 15.68  0.63 1651
2007 34 2007-08-20 2007-08-26 15.56  0.52 1651
2007 35 2007-08-27 2007-09-02 16.57  0.77 1651
2007 36 2007-09-03 2007-09-09 15.71  0.54 1651
2007 37 2007-09-10 2007-09-16 16.53  0.59 1651
2007 38 2007-09-17 2007-09-23 15.60  0.42 1187
2007 39 2007-09-24 2007-09-30 15.59  0.31 1651
2007 40 2007-10-01 2007-10-07 14.13  0.51 1651
2007 41 2007-10-08 2007-10-14 14.37  0.64 1651
2007 42 2007-10-15 2007-10-21 13.68  0.63 1651
2007 43 2007-10-22 2007-10-28 13.11  0.45 1647
2007 44 2007-10-29 2007-11-04 11.65  0.47 1651
2007 45 2007-11-05 2007-11-11 10.87  0.58 1651
2007 46 2007-11-12 2007-11-18  9.72  0.32 1651
2007 47 2007-11-19 2007-11-25  8.86  0.76 1120
2007 48 2007-11-26 2007-12-02  9.03  0.37 1651
2007 49 2007-12-03 2007-12-09  8.66  0.27 210
2007 50 2007-12-10 2007-12-16  7.30  0.30 956
2007 51 2007-12-17 2007-12-23  6.98  0.46 1651
2007 52 2007-12-24 2007-12-30  6.76  0.36 1596
2008 01 2008-01-01 2008-01-07  6.38  0.26 1651
2008 02 2008-01-08 2008-01-14  6.41  0.36 1651
2008 03 2008-01-15 2008-01-21  6.27  0.28 1651
2008 04 2008-01-22 2008-01-28  5.77  0.37 1327
2008 05 2008-01-29 2008-02-04  5.45  0.27 1651
2008 06 2008-02-05 2008-02-11  5.33  0.28 1568
2008 07 2008-02-12 2008-02-18  5.06  0.32 1651
2008 08 2008-02-19 2008-02-25  5.12  0.28 1651
2008 09 2008-02-26 2008-03-03  4.67  0.36 1651
2008 10 2008-03-04 2008-03-10  4.71  0.60 1651
2008 11 2008-03-11 2008-03-17  4.53  0.51 1651
2008 12 2008-03-18 2008-03-24  3.73  0.56 1651
2008 13 2008-03-25 2008-03-31  3.62  0.50 1651
2008 14 2008-04-01 2008-04-07  4.08  0.50 1651
2008 15 2008-04-08 2008-04-14  4.29  0.42 1651
2008 16 2008-04-15 2008-04-21  4.96  0.46 1651
2008 17 2008-04-22 2008-04-28  5.64  0.48 1651
2008 18 2008-04-29 2008-05-05  6.09  0.41 1651
2008 19 2008-05-06 2008-05-12  6.25  0.44 1590
2008 20 2008-05-13 2008-05-19  5.86  0.61 1651
2008 21 2008-05-20 2008-05-26  7.27  0.43 1651
2008 22 2008-05-27 2008-06-02  8.20  0.49 1651
2008 23 2008-06-03 2008-06-09  9.52  0.43 1647
2008 24 2008-06-10 2008-06-16 11.16  0.69 1645
2008 25 2008-06-17 2008-06-23 13.07  0.82 1650
2008 26 2008-06-24 2008-06-30 14.18  1.11 1613
2008 27 2008-07-01 2008-07-07 14.83  1.02 1203
2008 28 2008-07-08 2008-07-14 16.36  0.71 1651
2008 29 2008-07-15 2008-07-21 17.77  0.97 1336
2008 30 2008-07-22 2008-07-28 18.87  0.88 1235
2008 31 2008-07-29 2008-08-04 18.52  1.25 1643
2008 32 2008-08-05 2008-08-11 16.25  0.85 1465
2008 33 2008-08-12 2008-08-18 15.85  0.60 1651
2008 34 2008-08-19 2008-08-25 16.86  0.46 1651
2008 35 2008-08-26 2008-09-01 15.67  0.45 1651
2008 36 2008-09-02 2008-09-08 14.91  0.44 1569
2008 37 2008-09-09 2008-09-15 15.50  0.32 1651
2008 38 2008-09-16 2008-09-22 15.40  0.43 1651
2008 39 2008-09-23 2008-09-29 14.94  0.60 1651
2008 40 2008-09-30 2008-10-06 14.40  0.29 1651
2008 41 2008-10-07 2008-10-13 13.81  0.17 1651
2008 42 2008-10-14 2008-10-20 13.19  0.34 1440
2008 43 2008-10-21 2008-10-27 11.54  0.39 1651
2008 44 2008-10-28 2008-11-03 11.51  0.43 1651
2008 45 2008-11-04 2008-11-10 11.64  0.38 1651
2008 46 2008-11-11 2008-11-17 11.17  0.27 1560
2008 47 2008-11-18 2008-11-24  9.97  0.50 538
2008 48 2008-11-25 2008-12-01  9.00  0.40 1651
2008 49 2008-12-02 2008-12-08  8.73  0.43 1536
2008 50 2008-12-09 2008-12-15  8.63  0.43 1651
2008 51 2008-12-16 2008-12-22  8.85  0.16 12
2008 52 2008-12-23 2008-12-29  7.87  0.38 1622
2009 01 2009-01-01 2009-01-07  6.65  0.30 1433
2009 02 2009-01-08 2009-01-14  5.98  0.28 509
2009 03 2009-01-15 2009-01-21  5.00  0.65 405
2009 04 2009-01-22 2009-01-28  5.23  0.54 1256
2009 05 2009-01-29 2009-02-04  5.33  0.34 1651
2009 06 2009-02-05 2009-02-11  4.61  0.43 1632
2009 07 2009-02-12 2009-02-18  3.41  1.00 1651
2009 08 2009-02-19 2009-02-25  3.67  0.52 890
2009 09 2009-02-26 2009-03-04  4.17  0.55 1651
2009 10 2009-03-05 2009-03-11  4.42  0.40 1651
2009 11 2009-03-12 2009-03-18  4.28  0.38 1651
2009 12 2009-03-19 2009-03-25  4.00  0.41 1651
2009 13 2009-03-26 2009-04-01  3.57  0.76 1651
2009 14 2009-04-02 2009-04-08  4.64  0.41 1651
2009 15 2009-04-09 2009-04-15  4.72  0.22 1651
2009 16 2009-04-16 2009-04-22  5.23  0.26 1651
2009 17 2009-04-23 2009-04-29  5.84  0.27 1651
2009 18 2009-04-30 2009-05-06  6.61  0.49 1645
2009 19 2009-05-07 2009-05-13  6.71  0.51 1651
2009 20 2009-05-14 2009-05-20  7.41  0.29 1651
2009 21 2009-05-21 2009-05-27  8.18  0.35 1651
2009 22 2009-05-28 2009-06-03  8.48  0.41 1651
2009 23 2009-06-04 2009-06-10  9.58  0.46 1651
2009 24 2009-06-11 2009-06-17 10.72  0.67 1651
2009 25 2009-06-18 2009-06-24 12.71  1.04 1398
2009 26 2009-06-25 2009-07-01 12.88  1.31 1530
2009 27 2009-07-02 2009-07-08 12.07  0.94 1651
2009 28 2009-07-09 2009-07-15 13.72  1.03 1651
2009 29 2009-07-16 2009-07-22 15.63  1.21 1609
2009 30 2009-07-23 2009-07-29 15.09  0.88 1529
2009 31 2009-07-30 2009-08-05 17.03  1.13 699
2009 32 2009-08-06 2009-08-12 16.92  0.49 1651
